,Gate 1,Formulation,Formulation,Product Development,x,x,,,,,,,,,,,,3,2,Completed,Completed,Completed,1,12/23/2025,12/24/2025,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,"RM Sourcing, Costing & Documentation",Formulation,Product Development,x,x,,,x,,,,,,,,,4,3,Completed,Completed,Completed,5,12/24/2025,12/31/2025,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,Costing Analysis,Formulation,Product Development,x,x,,,x,,,,,,,,,5,4,Completed,Completed,Completed,5,12/31/2025,1/7/2026,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,Notify Quality of Arrival of New RMs,Quality Assurance,Quality,,,,,,,,,,,,,x,6,4,Completed,Completed,Completed,5,12/31/2025,1/7/2026,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,RM Sample Allocation for Prototyping,Prototyping,Product Development,,x,,,x,,,,,,,x,,7,6,Completed,Completed,Completed,1,1/7/2026,1/8/2026,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,Product Information Sheet,Product Information Management,Product Development,x,,,x,,,,,,,,,,8,2,Completed,Completed,Completed,2,12/23/2025,12/25/2025,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,Profit and Loss Statement,Financial Modeling,Finance,x,,,x,,x,x,x,x,,,,,9,5,Completed,Completed,Completed,5,1/7/2026,1/14/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,Preliminary SFP Creation,Prototyping,Product Development,,,x,,,,,,,,,,,10,3,Completed,Completed,Completed,1,2/3/2026,2/4/2026,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 1,Gate 2 Approval Document,Gate Approval,Product Development,x,,,x,,,,,,,,,,11,10,Completed,Completed,Completed,2,2/5/2026,2/9/2026,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Prototyping ,Prototyping,Product Development,,x,,,,,,,,,,,,12,11,Completed,Completed,Completed,5,2/16/2026,2/23/2026,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Directional Sensory Approval for Prototypes,Prototyping,Product Development,,,,,,,x,,,,,,,13,12,Completed,Completed,Completed,5,2/23/2026,3/2/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Qualify New Suppliers and RMs (as needed),Quality Assurance,Quality,,,x,,,,,,,,,,x,14,11,Completed,Completed,Completed,5,2/9/2026,2/16/2026,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,SKU Creation,Product Information Management,,,,,,,,,,,,x,,,15,11,Completed,Completed,Completed,1,2/9/2026,2/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,UPC Generation,Product Information Management,,,,,x,,,,,,,,,,16,11,Completed,Completed,Completed,1,2/9/2026,2/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,PSF Submittal,Production Planning,Product Development,,x,,x,,,,,,,,,,17,12,Completed,Completed,Completed,2,2/23/2026,2/25/2026,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Product Setup in Netsuite,Production Planning,Operations,,,,,,,,,,,x,,,18,17,Completed,Completed,Completed,2,2/25/2026,2/27/2026,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot WO Creation and Scheduling,Production Planning,Operations,,,,,,,,,,,x,,,19,18,Completed,Completed,Completed,2,2/27/2026,3/3/2026,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,New Product Development Checklist,Label,Product Development,,,,,,,,,,,,,,20,11,Not Needed,Completed,Completed,2,2/9/2026,2/11/2026,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Final Product Name & PDP Claim,Product Information Management,Marketing,x,,x,,,,x,,x,,,,,21,11,Completed,Completed,Completed,5,2/9/2026,2/16/2026,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Marketing Copy Creation & Approval,Marketing,Marketing,x,,x,,,,x,,,,,,,22,11,In Progress,YES,Completed,30,2/9/2026,3/23/2026,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Label Manuscript,Label,Regulatory,,,x,,,,,,,,,,,23,12,Completed,Completed,Completed,3,2/23/2026,2/26/2026,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Label Design & Internal Approval,Label,Label Team,,,,,,,,,,x,,,,24,23,In Progress,YES,Completed,5,2/26/2026,3/5/2026,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot RM Order and Receipt,Pilot,Purchasing,,,,,x,,,,,,,,,25,14,Completed,Completed,Completed,13,2/16/2026,3/5/2026,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot RM Testing & Release + Buffer,Pilot,Quality,,,,,,,,,,,,,x,26,25,Completed,Completed,Completed,4,3/5/2026,3/11/2026,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,New RM Specs,Quality Assurance,,,x,x,,,,,,,,,,x,27,26,Not Initiated,YES,Completed,2,3/11/2026,3/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot Manufacturing - Blending,Pilot,Manufacturing,,,,,,,,,,,,x,,28,26,Completed,Completed,Completed,1,4/7/2026,4/8/2026,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot Blend Testing,,,,,,,,,,,,,,,,29,28,Completed,NO,,12,4/8/2026,4/24/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot Manufacturing - Encapsulation,,,,,,,,,,,,,,,,30,29,Completed,NO,,1,4/24/2026,4/27/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,GMP Pilot Caps Testing,Pilot,Quality,,,,,,,,,,,,,x,31,30,In Progress,YES,Completed,5,4/27/2026,5/4/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Accelerated Testing,,,,,,,,,,,,,,,x,32,31,Not Initiated,NO,In Progress,70,5/4/2026,8/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Consumer Sensory Analysis,Pilot,,x,,,x,,,x,,,,,,,33,31,Not Needed,NO,In Progress,0,5/4/2026,5/4/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Label Updates and Approval (if required based on GMP Pilot),Label,Label Team,,,,,,,,,,x,,,,34,31,Not Initiated,NO,In Progress,0,5/4/2026,5/4/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,PSF Updates (if required based on GMP pilot),Production Planning,Product Development,,x,,,,,,,,,x,,,35,31,Not Initiated,NO,In Progress,0,5/4/2026,5/4/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 2,Gate 3 Approval Document,Gate Approval,Product Development,x,,,x,,,,,,,,,,36,31,Not Initiated,NO,In Progress,2,5/4/2026,5/6/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Ask Cheryl to Add to Next LE,Manufacturing/Operations,Product Development,,,,x,,,,,,,,,,37,36,Not Initiated,NO,Not Initiated,1,5/6/2026,5/7/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Notify Warehouse of Incoming Product Receipt,Product Information Management,Product Development,,,,x,,,,,,,,,,38,36,Not Initiated,NO,Not Initiated,1,5/6/2026,5/7/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Sell Sheet Design,Marketing,Marketing,,,,,,,x,,,,,,,39,36,Not Initiated,NO,Not Initiated,20,5/6/2026,6/3/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Marketing Launch Materials Design,Marketing,Marketing,,,,,,,x,,,,,,,40,36,Not Initiated,NO,Not Initiated,20,5/6/2026,6/3/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,
Gate 3,Gate 3,Schedule Training for Customer Service and Sales,Marketing,Marketing,,,,,,,x,,,,,,,41,36,Not Initiated,NO,Not Initiated,10,5/6/2026,5/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,E-commerce Preparation,Marketing,E-commerce,,,,,,,x,,x,,,,,42,36,Not Initiated,NO,Not Initiated,15,5/6/2026,5/27/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Distributor Onboarding,Marketing,Marketing,,,,x,,,x,,,,,,,43,36,Not Initiated,NO,Not Initiated,20,5/6/2026,6/3/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Add Pricing in Netsuite,Product Information Management,Marketing,,,,,,,x,,,,,,,44,36,Not Initiated,NO,Not Initiated,2,5/6/2026,5/8/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Product Setup in Netsuite Updates (if required based on GMP pilot),Production Planning,Operations,,,,,,,,,,,x,,,45,31,Not Initiated,NO,In Progress,2,5/4/2026,5/6/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Production WO Creation and Scheduling,Production Planning,Operations,,,,,,,,,,,x,,,46,31,Not Initiated,NO,In Progress,2,5/4/2026,5/6/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Production RM Order and Receipt,Full Scale Production,Purchasing,,,,,x,,,,,,,,,47,45,Not Initiated,NO,Not Initiated,0,5/6/2026,5/6/2026,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Label Order and Receipt,Pilot/Full Scale Production,Purchasing,,,,,x,,,,,,,,,48,36,Not Initiated,NO,Not Initiated,5,5/6/2026,5/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Bottle GMP Pilot Batch,Pilot,Manufacturing,,,,,,,,,,,,x,,49,48,Not Initiated,NO,Not Initiated,1,5/13/2026,5/14/2026,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,GMP Pilot Batch Finished Good Release,Pilot,Manufacturing,,,,,,,,,,,,,x,50,49,Not Initiated,NO,Not Initiated,7,5/14/2026,5/25/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Notify Dana/Erin A./Dom/Kristie or Meag when rec'd bottles,Product Information Management,Operations,,,,,,,,,,,,,,51,50,Not Initiated,NO,Not Initiated,2,5/25/2026,5/27/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,GMP Pilot Batch On Shelf,Pilot,Manufacturing,,,,,,,,,,,,x,,52,50,Not Initiated,NO,Not Initiated,5,5/25/2026,6/1/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Production RM Testing & Release + Buffer,Full Scale Production,Manufacturing,,,,,,,,,,,,,x,53,47,Not Initiated,NO,Not Initiated,5,5/6/2026,5/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Manufacturing - Blending,Full Scale Production,Manufacturing,,,,,,,,,,,,x,,54,32,Not Initiated,NO,Not Initiated,1,8/10/2026,8/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Manufacturing Blend Testing,Full Scale Production,Manufacturing,,,,,,,,,,,,,,55,54,Not Initiated,NO,,5,8/11/2026,8/18/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Manufacturing - Encapsulation,Full Scale Production,Manufacturing,,,,,,,,,,,,,,56,55,Not Initiated,NO,,1,8/18/2026,8/19/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Manucturing Caps Testing,Full Scale Production,Manufacturing,,,,,,,,,,,,,,57,56,Not Initiated,NO,,5,8/19/2026,8/26/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Manucturing - Bottling,Full Scale Production,Manufacturing,,,,,,,,,,,,,,58,57,Not Initiated,NO,,1,8/26/2026,8/27/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Full Scale Production Finished Good Release,Full Scale Production,Quality,,,,,,,,,,,,,x,59,58,Not Initiated,NO,Not Initiated,1,8/27/2026,8/28/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,
,Gate 3,Finished Good On Shelf,Full Scale Production,Operations,,,,,,,,,,,,x,,60,59,Not Initiated,NO,Not Initiated,1,8/28/2026,8/31/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,
,Gate 3,Product Launch with GMP Pilot Batch,Product Launch,Marketing,,,,,,,,,,,,,,61,52,Not Initiated,NO,Not Initiated,5,6/1/2026,6/8/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,
,Gate 3,Product Launch with Full Scale Production,Product Launch,Marketing,,,,,,,,,,,,,,62,60,Not Initiated,NO,Not Initiated,5,8/31/2026,9/7/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outstanding Tasks by Responsible Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#NAME?,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
